"Area","Control","Item","Expected","Actual","Status","Note"
"Registry CIS","18.9.3.1","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Audit\ProcessCreationIncludeCmdLine_Enabled","1","1","PASS","Include command line in process creation events = Enabled"
"Registry CIS","18.9.4.1","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters\AllowEncryptionOracle","0","MISSING","FAIL","Encryption Oracle Remediation = Force Updated Clients (0)"
"Registry CIS","18.9.4.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows\CredentialsDelegation\AllowProtectedCreds","1","1","PASS","Remote host allows delegation of non-exportable credentials = Enabled"
"Registry CIS","18.9.5.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\EnableVirtualizationBasedSecurity","1","MISSING","FAIL","Turn on Virtualization Based Security = Enabled"
"Registry CIS","18.9.5.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\RequirePlatformSecurityFeatures","1","MISSING","FAIL","VBS Platform Security Level = Secure Boot (1)"
"Registry CIS","18.9.5.3","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\HypervisorEnforcedCodeIntegrity","1","MISSING","FAIL","Virtualization Based Protection of Code Integrity = Enabled with UEFI lock (1)"
"Registry CIS","18.9.5.4","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\HVCIMATRequired","1","MISSING","FAIL","Require UEFI Memory Attributes Table = Enabled"
"Registry CIS","18.9.5.5","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\LsaCfgFlags","1","MISSING","FAIL","Credential Guard = Enabled with UEFI lock (1)"
"Registry CIS","18.9.5.7","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\ConfigureSystemGuardLaunch","1","MISSING","FAIL","Secure Launch = Enabled (1)"
"Registry CIS","18.9.7.1.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceIDs","1","1","PASS","Prevent installation of devices matching any of these device IDs = Enabled"
"Registry CIS","18.9.7.1.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceIDsRetroactive","1","1","PASS","Also apply to matching devices already installed = Enabled"
"Registry CIS","18.9.7.1.3","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClasses","1","1","PASS","Prevent installation of devices using drivers that match device setup classes = Enabled"
"Registry CIS","18.9.7.1.4","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClassesRetroactive","1","1","PASS","Also apply to matching devices already installed (classes) = Enabled"
"Registry CIS","18.9.13.1","HKLM:\SYSTEM\CurrentControlSet\Policies\ClfsAuthenticationChecking","1","1","PASS","CLFS Authentication Checking = Enabled"
"Registry CIS","18.9.20.1.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System\EnableCdp","0","0","PASS","Turn off CDP = Enabled"
"Registry CIS","18.9.20.1.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\DisableWebPnPDownload","1","1","PASS","Turn off downloading print drivers via HTTP = Enabled"
"Registry CIS","18.9.20.1.3","HKLM:\SOFTWARE\Policies\Microsoft\Windows\TabletPC\PreventHandwritingDataSharing","1","1","PASS","Turn off handwriting personalization data sharing = Enabled"
"Registry CIS","18.9.20.1.4","HKLM:\SOFTWARE\Policies\Microsoft\Windows\HandwritingErrorReports\PreventHandwritingErrorReports","1","1","PASS","Turn off handwriting recognition error reporting = Enabled"
"Registry CIS","18.9.20.1.5","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Internet Connection Wizard\ExitOnMSICW","1","1","PASS","Turn off Internet Connection Wizard = Enabled"
"Registry CIS","18.9.20.1.6","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoWebServices","1","1","PASS","Turn off Internet download for Web publishing = Enabled"
"Registry CIS","18.9.20.1.7","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\DisableHTTPPrinting","1","1","PASS","Turn off printing over HTTP = Enabled"
"Registry CIS","18.9.20.1.8","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Registration Wizard Control\NoRegistration","1","1","PASS","Turn off Registration if URL connection available = Enabled"
"Registry CIS","18.9.20.1.9","HKLM:\SOFTWARE\Policies\Microsoft\SearchCompanion\DisableContentFileUpdates","1","1","PASS","Turn off Search Companion content file updates = Enabled"
"Registry CIS","18.9.20.1.10","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoOnlinePrintsWizard","1","1","PASS","Turn off the Order Prints picture task = Enabled"
"Registry CIS","18.9.20.1.11","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoPublishingWizard","1","1","PASS","Turn off the Publish to Web task = Enabled"
"Registry CIS","18.9.20.1.12","HKLM:\SOFTWARE\Policies\Microsoft\Messenger\Client\CEIP","2","2","PASS","Turn off Windows Messenger Customer Experience = Enabled"
"Registry CIS","18.9.20.1.13","HKLM:\SOFTWARE\Policies\Microsoft\SQMClient\Windows\CEIPEnable","0","0","PASS","Turn off Windows Customer Experience Improvement = Enabled"
"Registry CIS","18.9.24.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Kernel DMA Protection\DeviceEnumerationPolicy","0","0","PASS","Enumeration policy for external devices incompatible with DMA = Block all (0)"
"Registry CIS","18.9.25.1","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS\BackupDirectory","1","MISSING","FAIL","LAPS: Configure backup directory = Active Directory (1)"
"Registry CIS","18.9.25.2","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS\PasswordExpirationProtectionEnabled","1","MISSING","FAIL","LAPS: Do not allow password expiration longer than required = Enabled"
"Registry CIS","18.9.25.3","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS\ADPasswordEncryptionEnabled","1","MISSING","FAIL","LAPS: Enable password encryption = Enabled"
"Registry CIS","18.9.25.5","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS\PasswordComplexity","4","MISSING","FAIL","LAPS: Password complexity = Large letters+small+numbers+specials (4)"
"Registry CIS","18.9.25.6","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS\PasswordLength","15","MISSING","FAIL","LAPS: Password length = 15"
"Registry CIS","18.9.25.7","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS\PasswordAgeDays","30","MISSING","FAIL","LAPS: Password age = 30 days"
"Registry CIS","18.9.25.8","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS\PostAuthenticationActions","3","MISSING","FAIL","LAPS: Post-auth actions = Reset password + logoff (3)"
"Registry CIS","18.9.26.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System\AllowCustomSSPsAPs","0","0","PASS","Allow Custom SSPs and APs = Disabled"
"Registry CIS","18.9.26.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System\RunAsPPL","1","MISSING","FAIL","Configures LSASS to run as a protected process = Enabled (1)"
"Registry CIS","18.9.27.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System\BlockUserFromShowingAccountDetailsOnSignin","1","1","PASS","Block user from showing account details on sign-in = Enabled"
"Registry CIS","18.9.27.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System\DontDisplayNetworkSelectionUI","1","1","PASS","Do not display network selection UI = Enabled"
"Registry CIS","18.9.27.3","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System\DontEnumerateConnectedUsers","1","1","PASS","Do not enumerate connected users on domain-joined computers = Enabled"
"Registry CIS","18.9.27.4","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System\EnumerateLocalUsers","0","0","PASS","Enumerate local users on domain-joined computers = Disabled"
"Registry CIS","18.9.27.5","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System\DisableLockScreenAppNotifications","1","1","PASS","Turn off app notifications on lock screen = Enabled"
"Registry CIS","18.9.27.6","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System\AllowDomainPINLogon","0","0","PASS","Turn off picture password sign-in = Enabled"
"Registry CIS","18.9.27.7","HKLM:\SOFTWARE\Policies\Microsoft\Netlogon\Parameters\BlockNetbiosDiscovery","1","1","PASS","Turn on convenience PIN sign-in = Disabled"
"Registry CIS","18.9.28.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System\AllowCrossDeviceClipboard","0","0","PASS","Allow Clipboard synchronization across devices = Disabled"
"Registry CIS","18.9.28.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System\UploadUserActivities","0","0","PASS","Allow publishing of User Activities = Disabled"
"Registry CIS","18.9.31.2","HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\$pwrGuid1\DCSettingIndex","0","MISSING","FAIL","Require password on wakeup (battery) = Enabled"
"Registry CIS","18.9.31.3","HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\$pwrGuid1\ACSettingIndex","0","MISSING","FAIL","Require password on wakeup (plugged in) = Enabled"
"Registry CIS","18.9.31.4","HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\$pwrGuid2\DCSettingIndex","1","MISSING","FAIL","Require password when computer wakes (battery) = Enabled"
"Registry CIS","18.9.31.5","HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\$pwrGuid2\ACSettingIndex","1","MISSING","FAIL","Require password when computer wakes (plugged in) = Enabled"
"Registry CIS","18.9.35.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\fAllowUnsolicited","0","0","PASS","Configure Offer Remote Assistance = Disabled"
"Registry CIS","18.9.35.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\fAllowToGetHelp","0","0","PASS","Configure Solicited Remote Assistance = Disabled"
"Registry CIS","18.9.36.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Rpc\EnableAuthEpResolution","1","1","PASS","Enable RPC Endpoint Mapper Client Authentication = Enabled"
"Registry CIS","18.9.36.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Rpc\RestrictRemoteClients","1","MISSING","FAIL","Restrict Unauthenticated RPC clients = Authenticated (1)"
"Registry CIS","18.9.37.1","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\SAM\SamNGCKeyROCAValidation","2","2","PASS","Configure validation of ROCA-vulnerable WHfB keys = Audit (2)"
"Registry CIS","18.9.37.2","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\SAM\SamrChangedPasswordViaLogon","2","2","PASS","Configure SAM change password logon = Block (2)"
"Registry CIS","18.9.37.3","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\SAM\SamrChangedPasswordViaLogonRemote","1","1","PASS","Configure SAM change password remote = Enabled"
"Registry CIS","18.9.47.1.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application\MaxSize","32768","32768","PASS","Application log max size = 32768 KB"
"Registry CIS","18.9.47.1.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application\Retention","0","0","PASS","Application log retention = Overwrite as needed"
"Registry CIS","18.9.47.2.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security\MaxSize","196608","196608","PASS","Security log max size = 196608 KB"
"Registry CIS","18.9.47.2.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security\Retention","0","0","PASS","Security log retention = Overwrite as needed"
"Registry CIS","18.9.47.3.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Setup\MaxSize","32768","32768","PASS","Setup log max size = 32768 KB"
"Registry CIS","18.9.47.3.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Setup\Retention","0","0","PASS","Setup log retention = Overwrite as needed"
"Registry CIS","18.9.47.4.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System\MaxSize","32768","32768","PASS","System log max size = 32768 KB"
"Registry CIS","18.9.47.4.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System\Retention","0","0","PASS","System log retention = Overwrite as needed"
"Registry CIS","18.9.52.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer\DisableMotWOnInsecurePathCompletion","0","0","PASS","Disable MotW on insecure path completion = Disabled"
"Registry CIS","18.9.52.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer\NoDataExecutionPrevention","0","0","PASS","Turn off Data Execution Prevention for Explorer = Disabled"
"Registry CIS","18.9.52.3","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer\NoHeapTerminationOnCorruption","0","0","PASS","Turn off heap termination on corruption = Disabled"
"Registry CIS","18.9.52.4","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\PreXPSP2ShellProtocolBehavior","0","0","PASS","Turn off shell protocol protected mode = Disabled"
"Registry CIS","18.9.58.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\LocationAndSensors\DisableLocation","1","1","PASS","Turn off location = Enabled"
"Registry CIS","18.9.63.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Messaging\AllowMessageSync","0","0","PASS","Allow Message Service Cloud Sync = Disabled"
"Registry CIS","18.9.64.1","HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftAccount\DisableUserAuth","1","1","PASS","Block all consumer Microsoft account authentication = Enabled"
"Registry CIS","18.9.65.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Features\PassiveRemediation","1","1","PASS","Defender: Configure Behavior Monitoring = Enabled"
"Registry CIS","18.9.65.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet\SpynetReporting","2","2","PASS","Join Microsoft MAPS = Advanced MAPS (2)"
"Registry CIS","18.9.65.3","HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableBehaviorMonitoring","0","0","PASS","Turn off behavior monitoring = Disabled"
"Registry CIS","18.9.65.4","HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableIOAVProtection","0","0","PASS","Scan all downloaded files and attachments = Enabled"
"Registry CIS","18.9.65.5","HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableRealtimeMonitoring","0","0","PASS","Turn off real-time protection = Disabled"
"Registry CIS","18.9.65.6","HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection\DisableScriptScanning","0","0","PASS","Turn on script scanning = Enabled"
"Registry CIS","18.9.65.7","HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Scan\DisableEmailScanning","0","0","PASS","Turn on e-mail scanning = Enabled"
"Registry CIS","18.9.65.8","HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\PUAProtection","1","1","PASS","Configure detection for PUAs = Enabled (1)"
"Registry CIS","18.9.74.1","HKLM:\SOFTWARE\Policies\Microsoft\PushToInstall\DisablePushToInstall","1","1","PASS","Turn off Push To Install service = Enabled"
"Registry CIS","18.9.75.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\fDisableCcm","1","1","PASS","Do not allow COM port redirection = Enabled"
"Registry CIS","18.9.75.2","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\fDisableCdm","1","1","PASS","Do not allow drive redirection = Enabled"
"Registry CIS","18.9.75.3","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\fPromptForPassword","1","MISSING","FAIL","Always prompt for password upon connection = Enabled"
"Registry CIS","18.9.75.4","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\fEncryptRPCTraffic","1","1","PASS","Require secure RPC communication = Enabled"
"Registry CIS","18.9.75.5","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\MinEncryptionLevel","3","MISSING","FAIL","Set client connection encryption level = High (3)"
"Registry CIS","18.9.75.6","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\SecurityLayer","2","MISSING","FAIL","Require use of specific security layer = SSL (2)"
"Registry CIS","18.9.75.8","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\MaxIdleTime","900000","900000","PASS","Set time limit for active but idle sessions = 15 min"
"Registry CIS","18.9.75.9","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\MaxDisconnectionTime","60000","60000","PASS","Set time limit for disconnected sessions = 1 min"
"Registry CIS","18.9.75.10","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\fDisableLPT","1","1","PASS","Do not allow LPT port redirection = Enabled"
"Registry CIS","18.9.75.11","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\fDisablePNPRedir","1","1","PASS","Do not allow supported Plug and Play device redirection = Enabled"
"Registry CIS","18.9.82.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\ScriptedDiagnosticsProvider\Policy\DisableQueryRemoteServer","0","0","PASS","Microsoft Support Diagnostic Tool: Turn off MSDT = Disabled"
"Registry CIS","18.9.83.1","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search\AllowIndexingEncryptedStoresOrItems","0","0","PASS","Allow indexing of encrypted files = Disabled"
"Registry CIS","1.1.6","HKLM:\System\CurrentControlSet\Control\SAM\RelaxMinimumPasswordLengthLimits","1","1","PASS","Relax minimum password length limits = Enabled"
"Registry CIS","1.2.3","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\AllowAdministratorLockout","1","1","PASS","Allow Administrator account lockout = Enabled"
